braid,components,khovanov_homology,free_part,torsion_part,free_part_count,torsion_part_count,total_num_FP_per_row,total_num_FP_per_column,jones_polynomial
"[2, 2, 3, -2, 3, -1, 2, 2, 2]",1,"{1: {-2: 0, -1: 0, 0: 0, 1: 0, 2: 0, 3: 0, 4: 0}, 3: {-2: 0, -1: 0, 0: Z, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}, 5: {-2: 0, -1: 0, 0: Z, 1: Z, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0}, 7: {-1: 0, 0: 0, 1: 0, 2: Z x C2, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0}, 9: {0: 0, 1: 0, 2: Z, 3: Z x C2, 4: 0, 5: 0, 6: 0, 7: 0}, 11: {1: 0, 2: 0, 3: Z, 4: Z x Z x C2, 5: 0, 6: 0, 7: 0}, 13: {2: 0, 3: 0, 4: Z, 5: C2 x C2, 6: 0, 7: 0}, 15: {3: 0, 4: 0, 5: Z x Z, 6: Z, 7: 0}, 17: {4: 0, 5: 0, 6: 0, 7: C2}, 19: {7: Z}}","{(3, 0): 1, (5, 0): 1, (5, 1): 1, (7, 2): 1, (9, 2): 1, (9, 3): 1, (11, 3): 1, (11, 4): 2, (13, 4): 1, (15, 5): 2, (15, 6): 1, (19, 7): 1}","{(7, 2): {2: 1}, (9, 3): {2: 1}, (11, 4): {2: 1}, (13, 5): {2: 2}, (17, 7): {2: 1}}",14,6,"{3: 1, 5: 2, 7: 1, 9: 2, 11: 3, 13: 1, 15: 3, 19: 1}","{0: 2, 1: 1, 2: 2, 3: 2, 4: 3, 5: 2, 6: 1, 7: 1}","{2: 1, 3: -1, 4: 2, 5: -2, 6: 3, 7: -2, 8: 1, 9: -1}"
"[3, 3, 2, 2, 1, -3, 1, -3, 1]",3,"{-1: {-2: 0, -1: 0, 0: 0}, 1: {-2: 0, -1: 0, 0: Z, 1: 0, 2: 0, 3: 0}, 3: {-2: 0, -1: 0, 0: Z x Z, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}, 5: {-2: 0, -1: 0, 0: Z, 1: 0, 2: Z x Z, 3: 0, 4: 0, 5: 0, 6: 0}, 7: {-2: 0, -1: 0, 0: 0, 1: 0, 2: Z x Z x Z, 3: C2, 4: 0, 5: 0, 6: 0, 7: 0}, 9: {-1: 0, 0: 0, 1: 0, 2: Z, 3: Z x C2, 4: Z, 5: 0, 6: 0, 7: 0}, 11: {0: 0, 1: 0, 2: 0, 3: Z, 4: Z, 5: C2, 6: 0, 7: 0}, 13: {2: 0, 3: 0, 4: 0, 5: Z x C2, 6: 0, 7: 0}, 15: {3: 0, 4: 0, 5: Z, 6: 0, 7: 0}, 17: {5: 0, 6: 0, 7: 0}}","{(1, 0): 1, (3, 0): 2, (5, 0): 1, (5, 2): 2, (7, 2): 3, (9, 2): 1, (9, 3): 1, (9, 4): 1, (11, 3): 1, (11, 4): 1, (13, 5): 1, (15, 5): 1}","{(7, 3): {2: 1}, (9, 3): {2: 1}, (11, 5): {2: 1}, (13, 5): {2: 1}}",16,4,"{1: 1, 3: 2, 5: 3, 7: 3, 9: 3, 11: 2, 13: 1, 15: 1}","{0: 4, 2: 6, 3: 2, 4: 2, 5: 2}","{1: 1, 2: 1, 3: 2, 4: 1, 7: -1}"
"[-1, -2, -3, -3, -2, -3, -1, -1, -3]",3,"{-23: {-9: 0, -8: 0, -7: 0}, -21: {-9: 0, -8: 0, -7: Z x Z, -6: 0}, -19: {-9: 0, -8: 0, -7: Z, -6: Z x C2 x C2, -5: 0, -4: 0}, -17: {-9: 0, -8: 0, -7: 0, -6: Z x Z x C2, -5: Z x C2, -4: 0, -3: 0}, -15: {-9: 0, -8: 0, -7: 0, -6: Z, -5: Z, -4: Z x Z x C2, -3: 0, -2: 0}, -13: {-9: 0, -8: 0, -7: 0, -6: 0, -5: 0, -4: Z x Z x Z x Z, -3: Z x Z, -2: 0, -1: 0, 0: 0}, -11: {-8: 0, -7: 0, -6: 0, -5: 0, -4: Z, -3: 0, -2: C2 x C2, -1: 0, 0: 0}, -9: {-7: 0, -6: 0, -5: 0, -4: 0, -3: 0, -2: Z x Z, -1: 0, 0: 0}, -7: {-4: 0, -3: 0, -2: 0, -1: 0, 0: Z}, -5: {0: Z}}","{(-21, -7): 2, (-19, -7): 1, (-19, -6): 1, (-17, -6): 2, (-17, -5): 1, (-15, -6): 1, (-15, -5): 1, (-15, -4): 2, (-13, -4): 4, (-13, -3): 2, (-11, -4): 1, (-9, -2): 2, (-7, 0): 1, (-5, 0): 1}","{(-19, -6): {2: 2}, (-17, -6): {2: 1}, (-17, -5): {2: 1}, (-15, -4): {2: 1}, (-11, -2): {2: 2}}",22,7,"{-21: 2, -19: 2, -17: 3, -15: 4, -13: 6, -11: 1, -9: 2, -7: 1, -5: 1}","{-7: 3, -6: 4, -5: 2, -4: 7, -3: 2, -2: 2, 0: 2}","{-10: -2, -9: 2, -8: -1, -7: 3, -6: -1, -5: 2, -3: 1}"
"[2, 2, 2, -1, -3, -2, -2, 1, -3]",3,"{-9: {-5: 0, -4: Z}, -7: {-5: 0, -4: Z, -3: 0, -2: 0, -1: 0, 0: 0, 1: 0}, -5: {-5: 0, -4: 0, -3: 0, -2: Z x Z x Z, -1: 0, 0: 0, 1: 0, 2: 0}, -3: {-5: 0, -4: 0, -3: 0, -2: Z x Z, -1: C2, 0: 0, 1: 0, 2: 0, 3: 0}, -1: {-4: 0, -3: 0, -2: 0, -1: Z, 0: Z x Z x Z, 1: 0, 2: 0, 3: 0, 4: 0}, 1: {-2: 0, -1: 0, 0: Z, 1: C2 x C2, 2: 0, 3: 0, 4: 0}, 3: {-1: 0, 0: 0, 1: Z x Z, 2: Z, 3: 0, 4: 0}, 5: {0: 0, 1: 0, 2: 0, 3: C2, 4: 0}, 7: {1: 0, 2: 0, 3: Z, 4: 0}}","{(-9, -4): 1, (-7, -4): 1, (-5, -2): 3, (-3, -2): 2, (-1, -1): 1, (-1, 0): 3, (1, 0): 1, (3, 1): 2, (3, 2): 1, (7, 3): 1}","{(-3, -1): {2: 1}, (1, 1): {2: 2}, (5, 3): {2: 1}}",16,4,"{-9: 1, -7: 1, -5: 3, -3: 2, -1: 4, 1: 1, 3: 3, 7: 1}","{-4: 2, -2: 5, -1: 1, 0: 4, 1: 2, 2: 1, 3: 1}","{-4: 1, -2: 3, -1: -1, 0: 3, 1: -2, 2: 1, 3: -1}"
"[3, -2, 1, -2, 3, -1, -1, 3, -1]",1,"{-11: {-5: Z}, -9: {-5: 0, -4: C2, -3: 0, -2: 0}, -7: {-5: 0, -4: Z, -3: Z x Z, -2: 0, -1: 0, 0: 0, 1: 0}, -5: {-5: 0, -4: 0, -3: 0, -2: Z x Z x C2 x C2, -1: 0, 0: 0, 1: 0, 2: 0}, -3: {-5: 0, -4: 0, -3: 0, -2: Z x Z, -1: Z x C2 x C2, 0: 0, 1: 0, 2: 0, 3: 0}, -1: {-5: 0, -4: 0, -3: 0, -2: 0, -1: Z x Z, 0: Z x Z x Z x C2, 1: 0, 2: 0, 3: 0, 4: 0}, 1: {-3: 0, -2: 0, -1: 0, 0: Z x Z, 1: Z x C2 x C2, 2: 0, 3: 0, 4: 0}, 3: {-2: 0, -1: 0, 0: 0, 1: Z x Z, 2: Z x C2, 3: 0, 4: 0}, 5: {0: 0, 1: 0, 2: Z, 3: C2, 4: 0}, 7: {1: 0, 2: 0, 3: Z, 4: 0}}","{(-11, -5): 1, (-7, -4): 1, (-7, -3): 2, (-5, -2): 2, (-3, -2): 2, (-3, -1): 1, (-1, -1): 2, (-1, 0): 3, (1, 0): 2, (1, 1): 1, (3, 1): 2, (3, 2): 1, (5, 2): 1, (7, 3): 1}","{(-9, -4): {2: 1}, (-5, -2): {2: 2}, (-3, -1): {2: 2}, (-1, 0): {2: 1}, (1, 1): {2: 2}, (3, 2): {2: 1}, (5, 3): {2: 1}}",22,10,"{-11: 1, -7: 3, -5: 2, -3: 3, -1: 5, 1: 3, 3: 3, 5: 1, 7: 1}","{-5: 1, -4: 1, -3: 2, -2: 4, -1: 3, 0: 5, 1: 3, 2: 2, 3: 1}","{-5: -1, -4: 1, -3: -2, -2: 4, -1: -3, 0: 4, 1: -3, 2: 2, 3: -1}"
"[2, 2, 2, 1, 1, 1, 1, 2, 1]",2,"{6: {0: Z}, 8: {0: Z, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}, 10: {0: 0, 1: 0, 2: Z, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0}, 12: {0: 0, 1: 0, 2: 0, 3: C2, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0}, 14: {2: 0, 3: Z, 4: Z, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0}, 16: {3: 0, 4: 0, 5: C2, 6: 0, 7: 0, 8: 0, 9: 0}, 18: {4: 0, 5: Z, 6: Z, 7: 0, 8: 0, 9: 0}, 20: {5: 0, 6: 0, 7: C2, 8: 0, 9: 0}, 22: {7: Z, 8: Z, 9: 0}, 24: {8: Z, 9: 0}}","{(6, 0): 1, (8, 0): 1, (10, 2): 1, (14, 3): 1, (14, 4): 1, (18, 5): 1, (18, 6): 1, (22, 7): 1, (22, 8): 1, (24, 8): 1}","{(12, 3): {2: 1}, (16, 5): {2: 1}, (20, 7): {2: 1}}",10,3,"{6: 1, 8: 1, 10: 1, 14: 2, 18: 2, 22: 2, 24: 1}","{0: 2, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 2}","{7/2: -1, 11/2: -1, 13/2: 1, 15/2: -1, 17/2: 1, 19/2: -1, 21/2: 1, 23/2: -1}"
"[-1, -2, -1, -1, -2, -3, -3, 1, -3]",3,"{-19: {-8: 0, -7: Z, -6: 0, -5: 0}, -17: {-8: 0, -7: 0, -6: C2, -5: 0, -4: 0}, -15: {-8: 0, -7: 0, -6: Z, -5: Z x Z, -4: 0, -3: 0, -2: 0}, -13: {-8: 0, -7: 0, -6: 0, -5: 0, -4: Z x C2 x C2, -3: 0, -2: 0, -1: 0}, -11: {-8: 0, -7: 0, -6: 0, -5: 0, -4: Z x Z x Z, -3: Z, -2: 0, -1: 0, 0: 0}, -9: {-7: 0, -6: 0, -5: 0, -4: 0, -3: 0, -2: Z x Z x C2, -1: 0, 0: 0, 1: 0}, -7: {-6: 0, -5: 0, -4: 0, -3: 0, -2: Z x Z x Z, -1: 0, 0: 0, 1: 0}, -5: {-5: 0, -4: 0, -3: 0, -2: 0, -1: 0, 0: Z, 1: 0}, -3: {-2: 0, -1: 0, 0: Z, 1: 0}}","{(-19, -7): 1, (-15, -6): 1, (-15, -5): 2, (-13, -4): 1, (-11, -4): 3, (-11, -3): 1, (-9, -2): 2, (-7, -2): 3, (-5, 0): 1, (-3, 0): 1}","{(-17, -6): {2: 1}, (-13, -4): {2: 2}, (-9, -2): {2: 1}}",16,4,"{-19: 1, -15: 3, -13: 1, -11: 4, -9: 2, -7: 3, -5: 1, -3: 1}","{-7: 1, -6: 1, -5: 2, -4: 4, -3: 1, -2: 5, 0: 2}","{-9: -1, -8: 1, -7: -2, -6: 3, -5: -1, -4: 3, -2: 1}"
"[2, 1, -3, -2, 1, 3, -2, -3, -3]",3,"{-11: {-5: Z}, -9: {-5: 0, -4: Z x C2, -3: 0, -2: 0}, -7: {-5: 0, -4: Z, -3: Z x C2, -2: 0, -1: 0, 0: 0}, -5: {-5: 0, -4: 0, -3: Z, -2: Z x Z x C2, -1: 0, 0: 0, 1: 0}, -3: {-5: 0, -4: 0, -3: 0, -2: Z, -1: Z x C2 x C2, 0: Z, 1: 0, 2: 0}, -1: {-5: 0, -4: 0, -3: 0, -2: 0, -1: Z x Z, 0: Z x Z x Z x Z x C2, 1: 0, 2: 0, 3: 0}, 1: {-3: 0, -2: 0, -1: 0, 0: Z x Z x Z x Z, 1: Z, 2: 0, 3: 0, 4: 0}, 3: {-2: 0, -1: 0, 0: 0, 1: 0, 2: C2, 3: 0, 4: 0}, 5: {0: 0, 1: 0, 2: Z, 3: 0, 4: 0}}","{(-11, -5): 1, (-9, -4): 1, (-7, -4): 1, (-7, -3): 1, (-5, -3): 1, (-5, -2): 2, (-3, -2): 1, (-3, -1): 1, (-3, 0): 1, (-1, -1): 2, (-1, 0): 4, (1, 0): 4, (1, 1): 1, (5, 2): 1}","{(-9, -4): {2: 1}, (-7, -3): {2: 1}, (-5, -2): {2: 1}, (-3, -1): {2: 2}, (-1, 0): {2: 1}, (3, 2): {2: 1}}",22,7,"{-11: 1, -9: 1, -7: 2, -5: 3, -3: 3, -1: 6, 1: 5, 5: 1}","{-5: 1, -4: 2, -3: 2, -2: 3, -1: 3, 0: 9, 1: 1, 2: 1}","{-5: -1, -4: 2, -3: -2, -2: 3, -1: -2, 0: 4, 1: -1, 2: 1}"
"[1, 1, 2, -1, 2, -1, -2, 3, 1]",3,"{-3: {-3: 0, -2: Z, -1: 0, 0: 0, 1: 0}, -1: {-3: 0, -2: Z, -1: 0, 0: 0, 1: 0, 2: 0}, 1: {-3: 0, -2: 0, -1: 0, 0: Z x Z, 1: 0, 2: 0, 3: 0, 4: 0}, 3: {-3: 0, -2: 0, -1: 0, 0: Z, 1: C2, 2: 0, 3: 0, 4: 0, 5: 0}, 5: {-2: 0, -1: 0, 0: 0, 1: Z, 2: Z x Z, 3: 0, 4: 0, 5: 0, 6: 0}, 7: {-1: 0, 0: 0, 1: 0, 2: Z, 3: C2, 4: 0, 5: 0, 6: 0}, 9: {0: 0, 1: 0, 2: 0, 3: Z, 4: Z, 5: 0, 6: 0}, 11: {1: 0, 2: 0, 3: 0, 4: Z, 5: 0, 6: 0}, 13: {4: 0, 5: 0, 6: 0}}","{(-3, -2): 1, (-1, -2): 1, (1, 0): 2, (3, 0): 1, (5, 1): 1, (5, 2): 2, (7, 2): 1, (9, 3): 1, (9, 4): 1, (11, 4): 1}","{(3, 1): {2: 1}, (7, 3): {2: 1}}",12,2,"{-3: 1, -1: 1, 1: 2, 3: 1, 5: 3, 7: 1, 9: 2, 11: 1}","{-2: 2, 0: 3, 1: 1, 2: 3, 3: 1, 4: 2}","{-1: 1, 1: 2, 2: -1, 3: 2, 4: -1, 5: 1}"
"[2, 2, 2, -3, -3, 2, 2, 2, 3]",2,"{0: {-2: 0, -1: 0}, 2: {-2: 0, -1: 0, 0: Z, 1: 0, 2: 0, 3: 0, 4: 0}, 4: {-2: 0, -1: 0, 0: Z, 1: Z, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0}, 6: {-2: 0, -1: 0, 0: 0, 1: 0, 2: Z x Z x C2, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0}, 8: {-1: 0, 0: 0, 1: 0, 2: Z, 3: C2 x C2, 4: 0, 5: 0, 6: 0, 7: 0}, 10: {1: 0, 2: 0, 3: Z x Z, 4: Z x Z, 5: 0, 6: 0, 7: 0}, 12: {2: 0, 3: 0, 4: Z, 5: Z x C2, 6: 0, 7: 0}, 14: {3: 0, 4: 0, 5: Z, 6: C2, 7: 0}, 16: {4: 0, 5: 0, 6: Z, 7: 0}, 18: {6: 0, 7: 0}}","{(2, 0): 1, (4, 0): 1, (4, 1): 1, (6, 2): 2, (8, 2): 1, (10, 3): 2, (10, 4): 2, (12, 4): 1, (12, 5): 1, (14, 5): 1, (16, 6): 1}","{(6, 2): {2: 1}, (8, 3): {2: 2}, (12, 5): {2: 1}, (14, 6): {2: 1}}",14,5,"{2: 1, 4: 2, 6: 2, 8: 1, 10: 4, 12: 2, 14: 1, 16: 1}","{0: 2, 1: 1, 2: 3, 3: 2, 4: 3, 5: 2, 6: 1}","{3/2: -1, 5/2: 1, 7/2: -3, 9/2: 2, 11/2: -2, 13/2: 2, 15/2: -1}"
"[1, 3, -2, 1, 3, 2, 2, -3, -2]",1,"{-3: {-3: 0, -2: Z, -1: 0, 0: 0}, -1: {-3: 0, -2: 0, -1: C2, 0: 0, 1: 0}, 1: {-3: 0, -2: 0, -1: Z, 0: Z x Z, 1: 0, 2: 0, 3: 0}, 3: {-3: 0, -2: 0, -1: 0, 0: Z, 1: Z x Z x C2, 2: 0, 3: 0, 4: 0, 5: 0}, 5: {-2: 0, -1: 0, 0: 0, 1: Z, 2: Z x C2 x C2, 3: 0, 4: 0, 5: 0, 6: 0}, 7: {-1: 0, 0: 0, 1: 0, 2: Z x Z, 3: Z x C2, 4: 0, 5: 0, 6: 0}, 9: {0: 0, 1: 0, 2: 0, 3: Z, 4: Z x C2, 5: 0, 6: 0}, 11: {3: 0, 4: Z, 5: C2, 6: 0}, 13: {5: Z, 6: 0}}","{(-3, -2): 1, (1, -1): 1, (1, 0): 2, (3, 0): 1, (3, 1): 2, (5, 1): 1, (5, 2): 1, (7, 2): 2, (7, 3): 1, (9, 3): 1, (9, 4): 1, (11, 4): 1, (13, 5): 1}","{(-1, -1): {2: 1}, (3, 1): {2: 1}, (5, 2): {2: 2}, (7, 3): {2: 1}, (9, 4): {2: 1}, (11, 5): {2: 1}}",16,7,"{-3: 1, 1: 3, 3: 3, 5: 2, 7: 3, 9: 2, 11: 1, 13: 1}","{-2: 1, -1: 1, 0: 3, 1: 3, 2: 3, 3: 2, 4: 2, 5: 1}","{-1: 1, 0: -1, 1: 2, 2: -3, 3: 3, 4: -2, 5: 2, 6: -1}"
"[-2, -3, 2, 2, -1, 2, -3, 2, -1]",1,"{-9: {-5: 0, -4: 0}, -7: {-5: 0, -4: 0, -3: Z, -2: 0, -1: 0}, -5: {-5: 0, -4: 0, -3: 0, -2: Z x C2, -1: 0, 0: 0, 1: 0, 2: 0, 3: 0}, -3: {-5: 0, -4: 0, -3: 0, -2: Z, -1: Z x C2, 0: 0, 1: 0, 2: 0, 3: 0, 4: 0}, -1: {-4: 0, -3: 0, -2: 0, -1: Z, 0: Z x Z x C2, 1: 0, 2: 0, 3: 0, 4: 0}, 1: {-2: 0, -1: 0, 0: Z x Z, 1: Z x C2, 2: 0, 3: 0, 4: 0}, 3: {-1: 0, 0: 0, 1: Z, 2: Z x C2, 3: 0, 4: 0}, 5: {1: 0, 2: Z, 3: C2, 4: 0}, 7: {2: 0, 3: Z, 4: 0}, 9: {3: 0, 4: 0}}","{(-7, -3): 1, (-5, -2): 1, (-3, -2): 1, (-3, -1): 1, (-1, -1): 1, (-1, 0): 2, (1, 0): 2, (1, 1): 1, (3, 1): 1, (3, 2): 1, (5, 2): 1, (7, 3): 1}","{(-5, -2): {2: 1}, (-3, -1): {2: 1}, (-1, 0): {2: 1}, (1, 1): {2: 1}, (3, 2): {2: 1}, (5, 3): {2: 1}}",14,6,"{-7: 1, -5: 1, -3: 2, -1: 3, 1: 3, 3: 2, 5: 1, 7: 1}","{-3: 1, -2: 2, -1: 2, 0: 4, 1: 2, 2: 2, 3: 1}","{-3: -1, -2: 2, -1: -2, 0: 3, 1: -2, 2: 2, 3: -1}"
"[-2, 3, 3, -1, -3, -2, 3, -1, 3]",1,"{-7: {-5: 0, -4: 0, -3: Z, -2: 0, -1: 0, 0: 0, 1: 0}, -5: {-5: 0, -4: 0, -3: 0, -2: Z x C2, -1: 0, 0: 0, 1: 0, 2: 0, 3: 0}, -3: {-4: 0, -3: 0, -2: Z, -1: Z x C2, 0: 0, 1: 0, 2: 0, 3: 0, 4: 0}, -1: {-3: 0, -2: 0, -1: Z, 0: Z x Z x C2, 1: 0, 2: 0, 3: 0, 4: 0}, 1: {-2: 0, -1: 0, 0: Z x Z, 1: Z x C2, 2: 0, 3: 0, 4: 0}, 3: {-1: 0, 0: 0, 1: Z, 2: Z x C2, 3: 0, 4: 0}, 5: {0: 0, 1: 0, 2: Z, 3: C2, 4: 0}, 7: {1: 0, 2: 0, 3: Z, 4: 0}, 9: {3: 0, 4: 0}}","{(-7, -3): 1, (-5, -2): 1, (-3, -2): 1, (-3, -1): 1, (-1, -1): 1, (-1, 0): 2, (1, 0): 2, (1, 1): 1, (3, 1): 1, (3, 2): 1, (5, 2): 1, (7, 3): 1}","{(-5, -2): {2: 1}, (-3, -1): {2: 1}, (-1, 0): {2: 1}, (1, 1): {2: 1}, (3, 2): {2: 1}, (5, 3): {2: 1}}",14,6,"{-7: 1, -5: 1, -3: 2, -1: 3, 1: 3, 3: 2, 5: 1, 7: 1}","{-3: 1, -2: 2, -1: 2, 0: 4, 1: 2, 2: 2, 3: 1}","{-3: -1, -2: 2, -1: -2, 0: 3, 1: -2, 2: 2, 3: -1}"
"[-2, -2, 1, 3, 2, 2, 2, 3, 2]",1,"{-1: {-2: 0, -1: 0, 0: 0, 1: 0, 2: 0}, 1: {-2: 0, -1: 0, 0: Z, 1: 0, 2: 0, 3: 0}, 3: {-2: 0, -1: 0, 0: Z, 1: Z, 2: 0, 3: 0, 4: 0}, 5: {-2: 0, -1: 0, 0: 0, 1: 0, 2: Z x C2, 3: 0, 4: 0, 5: 0}, 7: {-2: 0, -1: 0, 0: 0, 1: 0, 2: Z, 3: C2, 4: 0, 5: 0, 6: 0}, 9: {-1: 0, 0: 0, 1: 0, 2: 0, 3: Z, 4: Z, 5: 0, 6: 0, 7: 0}, 11: {0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: C2, 6: 0, 7: 0}, 13: {1: 0, 2: 0, 3: 0, 4: 0, 5: Z, 6: 0, 7: 0}, 15: {2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0}}","{(1, 0): 1, (3, 0): 1, (3, 1): 1, (5, 2): 1, (7, 2): 1, (9, 3): 1, (9, 4): 1, (13, 5): 1}","{(5, 2): {2: 1}, (7, 3): {2: 1}, (11, 5): {2: 1}}",8,3,"{1: 1, 3: 2, 5: 1, 7: 1, 9: 2, 13: 1}","{0: 2, 1: 1, 2: 2, 3: 1, 4: 1, 5: 1}","{1: 1, 2: -1, 3: 2, 4: -1, 5: 1, 6: -1}"
"[-1, 2, -3, 2, -3, 1, 3, 1, -3]",1,"{-7: {-4: 0, -3: 0, -2: 0, -1: 0}, -5: {-4: 0, -3: 0, -2: Z, -1: 0, 0: 0}, -3: {-4: 0, -3: 0, -2: 0, -1: C2, 0: 0, 1: 0, 2: 0}, -1: {-4: 0, -3: 0, -2: 0, -1: Z, 0: Z, 1: 0, 2: 0, 3: 0}, 1: {-4: 0, -3: 0, -2: 0, -1: 0, 0: Z, 1: Z, 2: 0, 3: 0, 4: 0}, 3: {-3: 0, -2: 0, -1: 0, 0: 0, 1: 0, 2: C2, 3: 0, 4: 0, 5: 0}, 5: {-2: 0, -1: 0, 0: 0, 1: 0, 2: Z, 3: 0, 4: 0, 5: 0}, 7: {-1: 0, 0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}, 9: {2: 0, 3: 0, 4: 0, 5: 0}}","{(-5, -2): 1, (-1, -1): 1, (-1, 0): 1, (1, 0): 1, (1, 1): 1, (5, 2): 1}","{(-3, -1): {2: 1}, (3, 2): {2: 1}}",6,2,"{-5: 1, -1: 2, 1: 2, 5: 1}","{-2: 1, -1: 1, 0: 2, 1: 1, 2: 1}","{-2: 1, -1: -1, 0: 1, 1: -1, 2: 1}"
"[-1, -1, -2, -1, -1, -2, -1, 2, 2]",2,"{-16: {-7: 0, -6: 0, -5: 0}, -14: {-7: 0, -6: 0, -5: Z, -4: 0, -3: 0}, -12: {-7: 0, -6: 0, -5: 0, -4: C2, -3: 0, -2: 0}, -10: {-7: 0, -6: 0, -5: 0, -4: Z, -3: Z, -2: 0, -1: 0, 0: 0}, -8: {-7: 0, -6: 0, -5: 0, -4: 0, -3: 0, -2: Z x C2, -1: 0, 0: 0, 1: 0}, -6: {-6: 0, -5: 0, -4: 0, -3: 0, -2: Z x Z, -1: 0, 0: 0, 1: 0, 2: 0}, -4: {-5: 0, -4: 0, -3: 0, -2: 0, -1: 0, 0: Z, 1: 0, 2: 0}, -2: {-3: 0, -2: 0, -1: 0, 0: Z, 1: 0, 2: 0}, 0: {0: 0, 1: 0, 2: 0}}","{(-14, -5): 1, (-10, -4): 1, (-10, -3): 1, (-8, -2): 1, (-6, -2): 2, (-4, 0): 1, (-2, 0): 1}","{(-12, -4): {2: 1}, (-8, -2): {2: 1}}",8,2,"{-14: 1, -10: 2, -8: 1, -6: 2, -4: 1, -2: 1}","{-5: 1, -4: 1, -3: 1, -2: 3, 0: 2}","{-13/2: 1, -11/2: -1, -9/2: 1, -7/2: -2, -3/2: -1}"
"[2, -1, -1, -1, -2, -2, -2, -2, 1]",2,"{-18: {-7: 0, -6: Z}, -16: {-7: 0, -6: Z, -5: Z}, -14: {-7: 0, -6: 0, -5: 0, -4: C2, -3: 0}, -12: {-7: 0, -6: 0, -5: 0, -4: Z, -3: Z, -2: 0}, -10: {-7: 0, -6: 0, -5: 0, -4: 0, -3: 0, -2: C2, -1: 0}, -8: {-7: 0, -6: 0, -5: 0, -4: 0, -3: 0, -2: Z, -1: 0, 0: 0}, -6: {-7: 0, -6: 0, -5: 0, -4: 0, -3: 0, -2: 0, -1: 0, 0: Z, 1: 0}, -4: {-6: 0, -5: 0, -4: 0, -3: 0, -2: 0, -1: 0, 0: Z, 1: 0, 2: 0}, -2: {-3: 0, -2: 0, -1: 0, 0: 0, 1: 0, 2: 0}}","{(-18, -6): 1, (-16, -6): 1, (-16, -5): 1, (-12, -4): 1, (-12, -3): 1, (-8, -2): 1, (-6, 0): 1, (-4, 0): 1}","{(-14, -4): {2: 1}, (-10, -2): {2: 1}}",8,2,"{-18: 1, -16: 2, -12: 2, -8: 1, -6: 1, -4: 1}","{-6: 2, -5: 1, -4: 1, -3: 1, -2: 1, 0: 2}","{-17/2: -1, -15/2: 1, -13/2: -1, -11/2: 1, -9/2: -1, -5/2: -1}"
"[-1, 3, 3, 2, 2, -3, -3, -1, 2]",3,"{-7: {-4: 0, -3: 0, -2: 0}, -5: {-4: 0, -3: 0, -2: Z, -1: 0, 0: 0}, -3: {-4: 0, -3: 0, -2: 0, -1: C2, 0: 0, 1: 0, 2: 0}, -1: {-4: 0, -3: 0, -2: 0, -1: Z, 0: Z x Z x Z x Z, 1: 0, 2: 0, 3: 0}, 1: {-4: 0, -3: 0, -2: 0, -1: 0, 0: Z x Z x Z x Z, 1: Z x Z x C2, 2: 0, 3: 0, 4: 0, 5: 0}, 3: {-3: 0, -2: 0, -1: 0, 0: Z, 1: Z, 2: Z x C2 x C2, 3: 0, 4: 0, 5: 0}, 5: {-2: 0, -1: 0, 0: 0, 1: 0, 2: Z x Z, 3: Z x C2, 4: 0, 5: 0}, 7: {0: 0, 1: 0, 2: 0, 3: Z, 4: Z x C2, 5: 0}, 9: {2: 0, 3: 0, 4: Z, 5: C2}, 11: {5: Z}}","{(-5, -2): 1, (-1, -1): 1, (-1, 0): 4, (1, 0): 4, (1, 1): 2, (3, 0): 1, (3, 1): 1, (3, 2): 1, (5, 2): 2, (5, 3): 1, (7, 3): 1, (7, 4): 1, (9, 4): 1, (11, 5): 1}","{(-3, -1): {2: 1}, (1, 1): {2: 1}, (3, 2): {2: 2}, (5, 3): {2: 1}, (7, 4): {2: 1}, (9, 5): {2: 1}}",22,7,"{-5: 1, -1: 5, 1: 6, 3: 3, 5: 3, 7: 2, 9: 1, 11: 1}","{-2: 1, -1: 1, 0: 9, 1: 3, 2: 3, 3: 2, 4: 2, 5: 1}","{-2: 1, -1: -1, 0: 4, 1: -2, 2: 3, 3: -2, 4: 2, 5: -1}"
